node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst
186,Variant_C,Aluminum,Static,Mounting_Hole,214.129,6.7376,1.2609,270,2.69,2630.7,2024-05-28 10:07:00,Alice
624,Variant_D,Cast Iron,Dynamic,Weld_Joint,222.769,4.4373,0.8978,200,2.87,653.0,2024-12-23 16:27:00,Bob
77,Variant_D,Al,Dyn,,93.875,6.5718,2.8762,270,3.59,425.0,2024-09-05 00:24:00,Carlos
1633,Variant_C,Titanium,FATIGUE,Weld_Joint,237.642,5.7265,3.703,880,2.43,2907.2,2024-04-28 21:17:00,N/A
1482,Variant_D,Steel,Dynamic,Rib_Section,57.621,6.2484,4.3387,250,3.4,1328.7,2024-03-02 03:28:00,Bob
NaN,Variant_A,Steel,Dynamic,Weld_Joint,234.724,4.2971,1.0651,250,3.98,2714.2,2024-01-07 05:41:00,Diana
1611,Variant_B,Titanium,fatiq,Base_Plate,84.328,7.7424,10.4354,880,3.08,392.4,2024-10-24 22:22:00,Bob
573,Variant_B,Aluminum,Fatigue,Mounting_Hole,220.61,7.1676,1.2239,270,3.96,399.4,2024-01-03 10:29:00,Bob
1295,Variant_C,Aluminum,Fatigue,Rib_Section,119.511,5.9179,2.2592,270,1.77,676.3,2024-12-20 21:42:00,Alice
856,Variant_D,Steel,Static,Base_Plate,49.442,7.3531,5.0564,250,5.4,3242.7,2024-08-08 06:39:00,Alice
788,None,Aluminum,Dynamic,Bracket_Arm,105.572,3.9703,,270,4.5,1533.4,2024-11-17 14:57:00,Carlos
1263,Variant_A,Aluminum,fatigue,Weld_Joint,206.343,4.1244,1.3085,270,3.56,2935.9,2024-07-11 19:33:00,Carlos
1208,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,132.694,5.1915,,200,4.63,130.9,2024-12-23 18:06:00,Diana
146, Variant_A ,Steel,Dynamic,Rib_Section,129.086,5.2134,1.9367,250,3.71,410.5,2024-01-18 18:23:00,Bob
701,Variant_A,Cast_Iron,Fatigue,Rib_Section,0.0001,7.4288,2.7461,200,4.53,2099.7,2024-10-13 09:34:00,Diana
733,Variant_B,Steel,dyn.,Rib_Section,132.592,2.907,1.8855,250,2.58,267.1,"June 14, 2024",Alice
912,Variant_B,STEEL,Dynamic,Rib_Section,97.351,1.092,2.568,250,3.84,1069.9,2024-12-15 17:59:00,Bob
1368,Variant_A,Titanium,fatigue,Bracket_Arm,94.989 MPa,7.822,9.2642,880,4.46,2852.4,28/07/2024,Carlos
92,Variant_C,Steel,Dyn,Mounting_Hole,341.933,7.5881,0.7311,250,1.54,2756.1,2024-04-03 15:13:00,Carlos
1141,Variant_B,Steel,Fatigue,Bracket_Arm,60.908,6.8956,4.1046,250,2.86,652.2,2024-02-03 04:16:00,Bob
1701,Variant_D,C.Iron,Static,Rib_Section,91.834,0.2961,2.1778,200,5.87,2998.3,2024-11-27 17:51:00,Alice
592,nan,ALUM,Fatigue,Mounting_Hole,216.37,3.5805,1.2479,270,2.26,2807.4,2024-04-18 13:57:00,Bob
1556,Variant_B,titanium,Static,Mounting_Hole,163.723,2.0227,5.3749,880,1.99,1441.2,2024-10-28 18:22:00,Diana
893,Variant_B,titanium,Fatigue,Bracket_Arm,204.402,4.7529,4.3052,880,2.61,616.1,2024-11-22 19:57:00,Bob
1636,Variant_D,Aluminium,dynamic,Mounting_Hole,266.594,6.7042,1.0128,270,5.25,635.6,2024-02-26 22:45:00,Alice
659,Variant_C,Cast_Iron,dynamic,Rib_Section,53.492,3.2883,3.7389,200,2.41,1710.4,2024-04-02 18:08:00,Bob
520,Variant_D,Cast_Iron,dyn.,Rib_Section,118.049,6.0139,1.6942,200,4.38,3390.6,2024-01-03 01:34:00,Bob
393,Variant_B,Titanium,Fatigue,Rib_Section,84.124,4.1176,10.4607,880,2.85,1131.2,2024-07-11 14:04:00,Alice
1548,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,224.095,1.3441,0.8925,200,3.04,2084.8,2024-12-07 03:37:00,Diana
1369,Variant_A,Stl,Dynamic,Bracket_Arm,127.939,6.4259,1.9541,250,3.47,3169.2,2024-05-23 05:16:00,N/A
1656,Variant_A,castiron,stat.,Mounting_Hole,192.776,4.5262,1.0375,200,2.98,51.2,2024-06-29 17:04:00,Alice
437,Variant_B,Titanium,Dynamic,Mounting_Hole,260.873,4.5771,3.3733,880,3.46,689.9,2024-07-20 22:53:00,
793,Variant_A,Cast_Iron,Static,Mounting_Hole,177.175,3.3092,1.1288,200,3.73,1948.9,2024-08-19 09:13:00,Carlos
1827,Variant_C,castiron,Stat,Bracket_Arm,81.966,,2.44,200,2.54,1833.4,2024-10-28 09:36:00,Bob
1460,Variant_D,Titanium,FATIGUE,Weld_Joint,216.88,5.2634,,880,5.16,718.1,2024-05-20 02:59:00,Bob
52,Variant_D,Aluminum,Dynamic,Bracket_Arm,84.004,2.1945,3.2141,270,3.03,231.3,2024-12-25 03:24:00,
251,Variant_B,ALUMINUM,Dyn,Bracket_Arm,102.855,2.2934,2.6251,270,3.86,755.5,2024-06-26 16:57:00,Carlos
1240,Variant_B,Cast_Iron,static,Base_Plate,39.318,3.4047,5.0867,200,3.45,1061.3,2024-05-07 09:18:00,Diana
239,Variant_A,Aluminum,Fatigue,Rib_Section,73.608,3.4451,3.6681,270,2.13,2432.5,08-Jul-2024,Alice
1034,Variant_D,Aluminum,DYNAMIC,Rib_Section,127.809 MPa,3.9099,99.0,270,3.73,3340.9,2024-03-18 17:54:00,Diana
493,Variant_A,Aluminum,stat.,Mounting_Hole,219.062,,1.2325,270,2.98,207.1,2024-08-14 10:17:00,
1347,Variant_B,Aluminum,Dynamic,Weld_Joint,0.0001,0.8216,0.8927,270,2.26,1268.9,11/11/2024,Alice
1857,Variant_C,Steel,Dynamic,Weld_Joint,219.01,3.8542,1.1415,250,1.42,2983.0,2024-03-14 13:02:00,
1984,Variant_D,Titanium,Fatigue,Bracket_Arm,86.135,5.7298,10.2165,880,3.44,2929.2,2024-02-28 21:09:00,Diana
889,Variant_A,CAST_IRON,Fatigue,,133.74,7.844,1.4954,200,4.43,1793.0,2024-01-28 13:09:00,Bob
1086,Variant_B,Steel,Fatigue,Base_Plate,59.601,2.2543,4.1946,250,3.92,3279.5,2024-02-05 02:21:00,Carlos
815,Variant_A,Cast_Iron,Dynamic,N/A,111.51,3.176,1.7936,200,2.38,3470.8,2024-02-19 14:11:00,Carlos
1352,Variant_B,titan,Dynamic,Mounting_Hole,148.183,3.0315,5.9386,880,1.63,2470.9 sec,2024-11-06 03:27:00,Bob
293,Variant_B,Cast Iron,Dynamic,Base_Plate,54.363,5.8375,3.679,200,1.82,3481.6,2024-06-16 02:25:00,Alice
1504,Variant_D,Cast_Iron,fatigue,Mounting_Hole,178.542,2.1939,1.1202,200,4.59,2316.0,2024-01-28 14:17:00,Carlos
1747,Variant_D	,Titanium,Static,Base_Plate,55.011,1.2401,15.9968,880,3.94,2495.9,2024-12-17 11:16:00,Diana
587,Variant_A,Steel,Fatigue,Weld_Joint,190.852,3.3873,1.3099,250,4.88,2593.5,2024-07-02 16:06:00,Carlos
1207,Variant_D,Al,Dynamic,Bracket_Arm,204.447,2.7879,150.0,270,5.73,2753.4,2024-04-01 19:46:00,Diana
1638,Variant_C,Steel ,Fatigue,Bracket_Arm,106.979,6.3214,2.3369,250,1.36,170.4 sec,2024-02-08 10:10:00,Carlos
1557,Variant_A, Steel,Static,Bracket_Arm,79.334,,3.1512,250,4.95,2948.8,2024-04-28 03:42:00,Alice
182,Variant_A,Aluminum,Static,Base_Plate,100.027,1.6534,2.6993,270,4.29,463.3,2024-01-26 21:05:00,Carlos
582,  Variant_A,Aluminum,fatigue,N/A,70.127,,3.8502,270,2.27,459.7,2024-12-16 13:53:00,Alice
1054, Variant_A ,Stl,Fatigue,Rib_Section,,4.6713,6.1053,250,3.23,2707.5,2024-07-30 03:29:00,Carlos
1078,nan,TITANIUM,Dynamic,Mounting_Hole,192.324,1.3953,4.5756,880,3.27,1246.9,2024-01-24 17:17:00,Bob
23,Variant_B  ,Aluminum,Fatigue,Mounting_Hole,219.275,4.0261,1.2313,270,2.42,2089.5,2024-07-23 21:41:00,Carlos
512,Variant_B,Titanium,Fatigue,Base_Plate,40.074,2.9407,21.9594,880,2.62,385.2,2024-04-03 21:57:00,Carlos
579,Variant_A,titanium,DYNAMIC,Weld_Joint,303.623,1.1773,2.8983,880,4.74,2968.1,2024-07-16 08:34:00,Carlos
1969,Variant_C,Steel,DYNAMIC,Mounting_Hole,144.456,0.0039831,1.7306,250,1.55,245.6,2024-03-14 01:29:00,Diana
192,Variant_D,TITANIUM,Fatigue,Mounting_Hole,172.207,3.3068,5.1101,880,5.57,2513.4,2024-04-23 10:49:00,
1426,Variant_A,Aluminum,Dynamic,Rib_Section,148.602,0.0076169,1.8169,270,2.28,2850.7,2024-12-08 02:22:00,Diana
1037,Variant_A,Cast_Iron,dynamic,Base_Plate,95.543,6.2171,2.0933,200,4.71,2845.2,2024-09-05 14:31:00,Alice
1718,Variant_A,Aluminum,Dynamic,Bracket_Arm,166.148,6.2612,1.6251,270,4.34,112.3,2024-08-27 08:02:00,Alice
1655,Variant_B,STEEL,FATIGUE,Base_Plate,92.845,0.0028747,2.6927,250,3.56,531.9,2024-06-17 04:38:00,Alice
150,Variant_C, Steel,Dynamic,Weld_Joint,-50.0,3.0445,2.1496,250,1.45,3112.1,2024-05-15 17:07:00,
1910,Variant_D,Aluminum,Dynamic,Bracket_Arm,120.191,5.4196,2.2464,270,4.4,2574.5,2024-09-22 18:25:00,Diana
820,Variant_D,Titanium,stat.,Base_Plate,76.719,6.9884,11.4704,880,5.06,1440.1,2024-01-05 19:32:00,Diana
1794,Variant_C,Cast_Iron,Dynamic,Base_Plate,81.222,7.1154,2.4624,200,1.36,1207.5,2024-03-28 11:41:00,Bob
741,Variant_A,Cast_Iron,Fatigue,Weld_Joint,205.197,6.484,0.9747,200,4.96,1945.6,2024-02-04 12:42:00,Carlos
1758,Variant_A,Cast_Iron,Stat,Weld_Joint,189.791,4.0543,1.0538,200,4.76,1919.1,2024-07-31 21:08:00,Carlos
612,Variant_D,Cast_Iron,fatigue,,177.761,2.5606,1.1251,200,3.22,3264.1,2024-09-13 04:28:00,
238,Variant_A,ALUMINUM,Static,Bracket_Arm,121.751,3.8931,2.2176,270,4.17,2090.6,2024-11-26 11:23:00,N/A
1512,Variant_B,Aluminum,Dynamic,Weld_Joint,188.423,4.2169,1.4329,270,3.49,1955.8,2024-03-26 05:21:00,Diana
757,Variant_A,Cast_Iron,Static,Mounting_Hole,164.171,7.5659,,200,3.18,1489.9,2024-07-30 07:47:00,Bob
1142,Variant_C,ALUM,Fatigue,Weld_Joint,250.851,6.956,1.0763,270,2.24,878.6,2024-12-20 21:34:00,Carlos
768,Variant_B,cast_iron,fatiq,Rib_Section,61.965,0.5952,3.2276,200,2.79,2930.0,23/01/2024,Carlos
1291,Variant_B,Aluminium,Static,unknown,114.454,7.7864,2.359,270,1.71,3218.5,2024-11-29 00:23:00,Alice
730,Variant_A,C.Iron,FATIGUE,Weld_Joint,,4.8521,1.0614,200,2.07,2066.0,2024-10-07 12:16:00,Alice
1697,Variant_D  ,Titanium,Static,Weld_Joint,145.637,0.0018013999999999999,6.0424,880,2.61,2435.0,2024-04-10 14:23:00,Bob
1367,Variant_A,steeL,Fatigue,Mounting_Hole,166.443,,1.502,250,4.04,1201.3,2024-11-19 19:23:00,Carlos
400,Variant_A,Titanium,fatiq,Bracket_Arm,109.416,6.6606,8.0427,880,2.81,2906.2,2024-01-27 12:40:00,Carlos
1470,Variant_A,Titanum,FATIGUE,Base_Plate,55.9,1.5016,15.7424,880,3.09,1480.8,2024-11-29 09:29:00,Diana
13,Variant_C,Aluminum,stat.,Base_Plate,79.059,2.5924,3.4152,270,2.64,1882.1,2024-10-02 08:47:00,Diana
1619,Variant_C,Titanium,Dynamic,Weld_Joint,,1.8976,4.4685,880,2.99,3272.9,2024-02-11 13:26:00,Bob
1407,Variant_D,Aluminum,dyn.,Weld_Joint,157.968,1.3645,1.7092,270,4.73,2731.1,2024-02-23 02:23:00,Carlos
1761,Variant_D,titan,Fatigue,Rib_Section,126.012,2.8851,6.9835,880,5.89,255.0,2024-08-31 17:00:00,Carlos
1485,Variant_C,STEEL,Static,Rib_Section,130.222,2.767,1.9198,250,2.55,521.1,2024-02-18 13:46:00,Carlos
1706,Variant_D,Cast_Iron,Fatigue,Weld_Joint,150.697,,1.3272,200,4.47,2301.6,2024-02-03 06:52:00,Bob
585,Variant_A,ALUMINUM,Dynamic,Rib_Section,60.68,0.7575,4.4496,270,4.39,89.5,2024-07-17 14:40:00,Diana
1743,Variant_C,Steel,Fatigue,Rib_Section,76.996,,3.2469,250,2.71,3359.4,2024-09-14 11:49:00,Diana
1432,Variant_D,Titanium,Dynamic,Bracket_Arm,239.295,5.6582,3.6775,880,5.89,173.3,2024-02-12 04:04:00,Carlos
1309,Variant_C,Cast_Iron,fatiq,Bracket_Arm,82.66,2.5572,2.4195,200,1.53,213.0,2024-07-23 14:05:00,Carlos
1891,Variant_B  ,Cast_Iron,Fat,Mounting_Hole,227.228,2.9991,0.8802,200,3.26,2391.0,2024-02-23 22:31:00,Diana
993,Variant_B,Titanium,Dynamic,Bracket_Arm,238.62,4.26,3.6879,880,2.32,357.9,2024-05-03 04:47:00,Carlos
1748,Variant_C,TITANIUM,Static,Base_Plate,72.225,5.8387,12.1841,880,2.92,2179.3,2024-05-16 05:18:00,
366,Variant_C,STEEL,Dyn,Weld_Joint,256.477 MPa,2.8162,0.9747,250,1.53,364.8,2024-05-31 13:58:00,Alice
255,Variant_D,Steel,Dynamic,Base_Plate,109.968,1.6935,2.2734,250,4.91,3448.1,2024-05-28 20:19:00,Diana
533,Variant_D,Titanium,static,Weld_Joint,195.832,7.1005,4.4936,880,2.54,3221.3,2024-01-07 21:05:00,Alice
1120,Variant_B,Steel ,Fatigue,Weld_Joint,187.576,7.0109,1.3328,250,3.02,1681.1,06-01-2024,Carlos
538,Variant_C,CAST_IRON,fatiq,Mounting_Hole,213.412,4.1262,0.9372,200,1.34,3565.3,17-Feb-2024,Carlos
102,Variant_A,Steel,Fatigue,Mounting_Hole,252.04,1.7775,0.9919,250,4.42,3556.0,2024-08-28 15:28:00,Carlos
14,-9999,Titanium,STATIC,Bracket_Arm,127.727,2.2859,6.8897,880,4.96,161.7,2024-09-17 15:05:00,Alice
5,Variant_A,steel,Dynamic,Weld_Joint,197.377,,1.2666,250,2.1,2797.2,2024-07-02 11:38:00,Carlos
656,Variant_A,aluminum,DYNAMIC,Base_Plate,,2.6795,3.1211,270,3.48,1892.9 sec,2024-02-21 10:23:00,Carlos
869,Variant_B,Steel,Static,Bracket_Arm,,4.85,3.0879,250,2.06,3467.4,2024-09-07 20:01:00,Diana
1051,Variant_D,Aluminum,FATIGUE,Bracket_Arm,213.462,3.4638,1.2649,270,4.23,1503.6,2024-09-10 16:40:00,Alice
1388,Variant_A,Steel,Static,Bracket_Arm,153.164,3.2213,1.6322,250,2.72,2338.4,2024-06-12 04:24:00,Diana
1365,Variant_B,Aluminum,static,Base_Plate,74.889,6.3147,3.6053,270,3.98,2614.7 sec,2024-05-01 09:02:00,Bob
42,Variant_C,Aluminum,Dynamic,Weld_Joint,268.187,2.3528,1.0068,270,1.78,1203.3,2024-05-05 11:18:00,Bob
1988,Variant_C,castiron,Static,Weld_Joint,191.587,4.4044,1.0439,200,1.55,3132.3,2024-12-08 06:40:00,Carlos
1841,Variant_B,Aluminum,Static,Mounting_Hole,-999.0,3.7019,2.5471,270,2.92,690.1,2024-04-02 03:01:00,Alice
1095,Variant_A,Stl,Fatigue,Weld_Joint,234.163,5.544,1.0676,250,3.17,2144.1,2024-08-17 09:36:00,Alice
1563,Variant_B,Cast_Iron,fatiq,Bracket_Arm,92.608,1.7457,2.1596,200,3.86,2740.0,2024-02-14 18:01:00,Alice
465,Variant_A,Cast_Iron,Fatigue,Weld_Joint,202.094,6.8927,0.9896,200,4.05,520.2,2024-04-03 19:20:00,Bob
216,Variant_A,ALUM,Dynamic,Mounting_Hole,292.915,3.6795,0.9218,270,4.46,1307.3,2024-01-14 13:03:00,Diana
1670,Variant_C,Titanium,Static,Weld_Joint,148.087,0.3503,5.9425,880,1.73,3490.2,2024-02-18 17:10:00,Bob
535,Variant_C,Al,Dynamic,Mounting_Hole,169.529,1.2446,1.5926,270,2.92,1599.2 sec,2024-05-15 14:03:00,Alice
1398,Variant_A,Steel,Dynamic,Base_Plate,90.923,7.7135,2.7496,250,4.31,1188.7 sec,2024-03-21 00:09:00,Carlos
752,Variant_C,Aluminum,Fatigue,Weld_Joint,287.15,0.6359,0.9403,270,2.61,289.1,2024-06-12 13:26:00,Carlos
500,Variant_A,titan,Static,Rib_Section,60.516,5.8277,14.5416,880,2.62,2172.9,2024-01-26 05:54:00,Bob
1276,Variant_A,Aluminum,Fatigue,Rib_Section,52.151,2.3893,5.1773,270,2.71,228.1,2024-02-16 22:21:00,Bob
1135,Variant_A,Cast_Iron,Fatigue,Weld_Joint,157.6,6.1114,1.269,200,4.97,2486.1,2024-06-29 12:52:00,Carlos
800,Variant_C,Ti,dyn.,Weld_Joint,227.825,5.6764,3.8626,880,2.81,745.2,2024-05-19 04:10:00,Carlos
582,Variant_A,Aluminum,Fatigue,Bracket_Arm,70.127,,3.8502,270,2.27,459.7,2024-12-16 13:53:00,TBD
1456,Variant_D,Titanium,Fatigue,Bracket_Arm,121.334,1.7451,7.2527,880,3.8,3543.8,2024-06-14 06:05:00,Alice
1558,Variant_D,Cast_Iron,Dynamic,Bracket_Arm,160.284,1.5902,1.2478,200,4.4,2955.1,2024-05-01 03:57:00,Bob
296,Variant_C,Titanum,Fatigue,Bracket_Arm,148.81,6.0745,5.9136,880,2.56,396.0,2024-02-01 21:07:00,Diana
1869,Variant_C,Cast_Iron,Static,Mounting_Hole,110.352,1.7472,1.8124,200,1.05,828.5,2024-12-01 16:59:00,Carlos
925,Variant_C,Steel,Dynamic,Base_Plate,77.28,3.9748,3.235,250,1.77,2493.2,2024-04-22 14:22:00,Alice
-1,Variant_A,cast_iron,static,Rib_Section,102.682,6.1496,1.9478,200,2.82,2735.8,2024-03-29 12:57:00,Carlos
1754,Variant_D,Cast_Iron,Static,Bracket_Arm,168.715,7.5933,1.1854,200,3.79,3563.3,2024-05-11 23:41:00,Alice
1515,Variant_D,Aluminum,Dynamic,Weld_Joint,242.487,2.094,1.1135,270,2.56,2883.2,2024-01-24 00:36:00,Carlos
1686,Variant_C,Titanium,Fatigue,Rib_Section,99.844,0.6745,8.8137,880,1.96,2327.8,2024-05-10 17:34:00,Bob
965,Variant_D,Cast Iron,Fatigue,Weld_Joint,234.22,0.158,0.8539,200,3.85,1592.9,02/03/2024,Diana
1609,Variant_C,Titanium,Dynamic,Mounting_Hole,287.716,5.169,3.0586,880,1.31,2027.1,2024-08-28 09:39:00,Alice
15,Variant_A,Aluminum,Fatigue,Bracket_Arm,119.611,7.8853,2.2573,270,3.83,894.1,2024-12-14 13:38:00,Alice
599,Variant_D,Titanium,Dynamic,Bracket_Arm,153.614,1.2078,5.7286,880,2.81,1949.2,2024-12-13 23:21:00,Diana
812,Variant_D,Aluminum,Fat,Bracket_Arm,203.628,4.839,1.3259,270,5.67,738.8,2024-10-07 05:30:00,Diana
342,Variant_D,Steel,Dynamic,Bracket_Arm,156.184,7.1844,1.6007,250,3.41,3200.6,2024-10-15 07:36:00,Diana
383,Variant_D,Aluminum,Static,Base_Plate,61.728,1.8199,4.374,270,4.49,2221.9,2024-01-16 07:18:00,Alice
339,Variant_B,Steel,Dyn,Rib_Section,151.386,2.1199,1.6514,250,1.69,3382.5,2024-11-26 10:36:00,Alice
438,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,210.609,0.65,0.9496,200,1.12,1607.3,2024-02-08 06:08:00,Alice
941,Variant_C,Aluminum,Fatigue,Weld_Joint,137.29,1.3454,1.9666,270,1.47,1483.6,2024-03-15 10:29:00,Bob
1042,Variant_D,Cast_Iron,Dyn,Mounting_Hole,251.632,6.7035,0.7948,200,3.65,575.3,2024-10-31 21:00:00,Carlos
0,Variant_D,Ti,Fatigue,Mounting_Hole,,3.6785,3.9113,880,4.3,3528.7,2024-08-11 19:32:00,Alice
33,Variant_B,castiron,dyn.,Rib_Section,139.761,6.0652,1.431,200,3.29,81.4,2024-04-19 12:57:00,Alice
1158,Variant_C,cast_iron,Dynamic,Base_Plate,67.53,3.0919,2.9616,200,2.61,3255.7,2024-08-15 05:15:00,Bob
807,Variant_D,Aluminum,Static,Bracket_Arm,106.656,5.6631,2.5315,270,2.85,141.3 sec,2024-11-11 08:58:00,Carlos
1018,Variant_B,steeL,Static,Base_Plate,93.208,3.7693,2.6822,250,3.41,1414.8,2024-11-27 19:40:00,Bob
1845,Variant_B,castiron,Static,Rib_Section,76.424,2.6609,2.617,200,3.55,1674.8,2024-08-12 12:12:00,Bob
681,  Variant_D,Titanium,Stat,Rib_Section,112.373,3.7444,7.8311,880,5.32,1049.5,2024-05-29 19:14:00,Alice
1809,Variant_B,Titanium,Fatigue,Rib_Section,58.146,0.6679,15.1343,880,2.6,3177.1,2024-09-20 09:41:00,Carlos
625,Variant_D,Cast_Iron,Dynamic,Base_Plate,95.14,0.0060578,2.1022,200,3.83,2196.0,2024-12-22 18:06:00,Diana
1164,Variant_C,Titanium,dynamic,Mounting_Hole,221.814,4.2775,3.9673,880,1.67,809.2,2024-03-24 03:29:00,Alice
457,Variant_C,Steel,Fatigue,Mounting_Hole,369.613,7.9756,0.6764,250,2.3,2601.0,2024-10-17 18:09:00,Bob
316,Variant_A,ALUM,Fatigue,Rib_Section,110.7,0.0043113000000000005,2.439,270,4.21,989.8,2024-10-11 15:03:00,Carlos
810,Variant_C,Titanium,fatiq,Base_Plate,100.237,3.8936,8.7792,880,2.37,1150.2,2024/03/06 16:06,Diana
662,Variant_D,titanium,Dynamic,Base_Plate,66.88,2.4737,150.0,880,5.32,3134.3,2024-10-17 01:25:00,Alice
1377,Variant_A,Steel,Static,Weld_Joint,163.719,7.8802,1.527,250,2.39,373.6,2024-03-08 07:49:00,Alice
829,Variant_B,Titanium,Dynamic,Base_Plate,104.668,0.5766,8.4075,880,2.5,706.0,2024-10-22 11:02:00,Alice
1050,Variant_C,aluminum,DYNAMIC,Rib_Section,112.371,3.5455,2.4028,270,2.03,2339.6,2024-02-17 01:32:00,Carlos
1725,Variant_C, Steel,Static,Base_Plate,70.087,6.4358,3.567,250,2.0,1993.2,2024-02-25 13:27:00,Carlos
1266,Variant_C, Steel,Static,Rib_Section,92.293,0.6866,2.7088,250,1.24,3256.4 sec,2024-12-23 12:46:00,Bob
1462,Variant_C,Titanium,STATIC,Weld_Joint,231.837,0.4302,3.7958,880,2.09,1995.3,2024-02-09 15:54:00,Carlos
NaN,Variant_B,Cast_Iron,Fatigue,Weld_Joint,147.771,7.4167,1.3534,200,2.37,1957.6,02-Feb-2024,Carlos
200,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,106.495,0.561,1.878,200,1.32,233.7,2024-02-01 14:06:00,Carlos
712,Variant_C,Steel,Fatigue,Mounting_Hole,248.547,0.3589,1.0058,250,2.85,874.8,2024-09-27 01:46:00,Alice
1657,Variant_B,Ti,FATIGUE,Bracket_Arm,131.206,4.7032,6.707,880,2.04,1139.4,2024-03-21 17:25:00,Bob
1668,Variant_D,Cast_Iron,DYNAMIC,Base_Plate,110.404,3.0816,1.8115,200,3.34,2343.8,2024-12-31 03:28:00,Bob
709,Variant_D,Cast_Iron,Fat,Base_Plate,60.288,1.4716,3.3174,200,4.32,1333.2,2024-12-25 18:16:00,Alice
61,Variant_B,Aluminum,Dynamic,unknown,97.6,1.6827,2.7664,270,3.23,1352.6,2024-12-12 23:57:00,Bob
451,Variant_D	,ALUM,dynamic,Bracket_Arm,242.351,2.3126,1.1141,270,5.07,53.1 sec,2024-11-25 16:15:00,Alice
1146,Variant_D,Al,DYNAMIC,Weld_Joint,125.718,3.1948,2.1477,270,3.53,996.5,2024-10-19 00:47:00,Bob
1056,Variant_B,Aluminum,Dynamic,Weld_Joint,276.064,7.9265,0.978,270,3.61,1716.0,2024-02-12 13:56:00,Carlos
1488,Variant_C,Steel,Static,Bracket_Arm,0.0001,7.9984,3.9055,250,2.55,1790.0,2024-01-25 00:08:00,Alice
1904,Variant_B,Steel,Static,Base_Plate,58.598,0.0044573,4.2664,250,2.45,3038.7 sec,2024-12-05 12:54:00,Carlos
1253, n/a ,Steel,Fat,Bracket_Arm,106.217,5.5669,2.3537,250,5.82,1595.2,2024-08-04 05:53:00,Diana
1838,Variant_A,castiron,Fatigue,Mounting_Hole,186.155,5.2942,1.0744,200,3.68,1703.4,2024-01-04 19:53:00,Diana
189,Variant_C,cast_iron,Fatigue,Rib_Section,85.862,1.981,2.3293,200,2.13,2623.5 sec,2024-12-29 20:26:00,Carlos
979,Variant_C,titanium,Fatigue,Base_Plate,70.346,,12.5096,880,1.68,1333.9,2024-01-14 20:21:00,Diana
960,Variant_B,ALUM,Dynamic,Weld_Joint,139.287,1.0315,1.9384,270,3.51,2668.2,2024-06-09 03:29:00,Alice
1292,Variant_B,Cast_Iron,Dynamic,Bracket_Arm,125.76,4.0311,1.5903,200,2.36,3336.6,2024-01-29 03:22:00,Diana
286,Variant_B,Steel,Fatigue,Bracket_Arm,,7.3571,1.4244,250,1.57,3575.9,2024-07-27 20:59:00,Diana
1144,Variant_C,Steel,Fatigue,Base_Plate,78.226,,3.1959,250,1.43,2184.2,2024-08-26 15:23:00,Alice
649,Variant_B,Al,Dynamic,Bracket_Arm,172.799,4.744,1.5625,270,3.14,1752.5,2024-04-30 23:15:00,Carlos
1004,Variant_B,Aluminum,DYNAMIC,Rib_Section,164.947,1.8647,1.6369,270,3.8,33.4,2024-07-28 08:55:00,Alice
1364,Variant_D,Titanium,Dynamic,Bracket_Arm,137.379,7.5783,6.4056,880,3.6,3436.3,2024-05-31 22:17:00,Alice
1767,Variant_B,Cast_Iron,Fatigue,Bracket_Arm,105.048,0.9509,1.9039,200,2.39,1209.1,2024-07-12 19:54:00,Alice
351,Variant_D,Steel,Dynamic,Rib_Section,97.706,7.3712,2.5587,250,5.31,2112.0,2024-07-17 02:46:00,Bob
162,Variant_B,Titanium,Static,Weld_Joint,117.764,5.8479,7.4726,880,2.83,1690.8,2024-12-04 00:08:00,Alice
1070,Variant_D,castiron,STATIC,Bracket_Arm,143.359,7.1037,1.3951,200,5.9,2506.7,2024-05-27 23:12:00,Diana
357,Variant_C,Aluminum,Dynamic,Mounting_Hole,207.547,0.6711,1.3009,270,1.51,1759.8,2024-03-31 12:20:00,Carlos
1210,Variant_B,Cast Iron,dynamic,Base_Plate,15000.0,,3.1632,200,1.53,855.3,2024-03-03 11:04:00,Alice
1121,Variant_B,C.Iron,Dynamic,Mounting_Hole,231.325,2.8156,0.8646,200,2.2,1319.1,2024-07-11 03:03:00,Bob
1999,Variant_B,Aluminum,Static,Weld_Joint,163.311,0.6829,1.6533,270,2.54,1903.9,2024-01-05 23:00:00,Carlos
466,n/a,C.Iron,Static,Mounting_Hole,137.107,7.5665,1.4587,200,4.86,1147.1,2024-02-09 07:22:00,Carlos
0,Variant_D,C.Iron,Dynamic,Mounting_Hole,226.968,4.3407,0.8812,200,4.52,1670.6,2024-09-06 17:06:00,Bob
1902,Variant_D,Titanium,STATIC,Bracket_Arm,93.679,1.2973,9.3938,880,4.81,2161.5,14-Jun-2024,unknown
319,Variant_A,Cast_Iron,Dynamic,Base_Plate,123.679,1.2843,1.6171,200,2.17,602.9,2024-09-28 04:24:00,Bob
