node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst,failure_risk,stress_ratio,perf_score
848,Variant_D,Titanium,Dynamic,Base_Plate,86.814,1.4035,10.1366,880,4.24,1713.8,2024-09-05 11:58:00,Carlos,Low,0.0987,0.9408
849,Variant_B,Aluminum,Fatigue,Mounting_Hole,201.356,5.1458,1.3409,270,3.35,2592.1,2024-06-08 04:06:00,Diana,High,0.7458,0.2062
850,Variant_A,Aluminum,Fatigue,Bracket_Arm,154.088,2.305,1.7522,270,4.95,1087.8,2024-05-15 21:05:00,Bob,Medium,0.5707,0.3277
851,Variant_B,Cast_Iron,Dynamic,Weld_Joint,250.203,0.2896,0.7994,200,3.95,2531.3,2024-03-11 16:28:00,Carlos,High,1.251,0.032
852,Variant_D,Steel,Static,Mounting_Hole,163.337,3.6908,1.5306,250,3.33,1126.3,2024-02-22 00:00:00,Carlos,Medium,0.6533,0.2692
853,Variant_D,Titanium,Dynamic,Bracket_Arm,132.472,4.8029,6.6429,880,3.97,1909.6,2024-09-17 23:37:00,Carlos,Low,0.1505,0.7754
854,Variant_A,Titanium,Dynamic,Base_Plate,105.152,4.3518,8.3688,880,2.65,1118.0,2024-09-29 02:11:00,Bob,Low,0.1195,0.8631
855,Variant_B,Cast_Iron,Dynamic,Rib_Section,117.572,6.0299,1.7011,200,1.52,2775.1,2024-02-07 22:03:00,Bob,Medium,0.5879,0.3153
856,Variant_A,Steel,Static,Base_Plate,79.329,1.4924,3.1514,250,2.93,2356.5,2024-12-02 06:38:00,Alice,Low,0.3173,0.5357
857,Variant_B,Steel,Static,Rib_Section,86.604,3.8715,2.8867,250,1.91,1396.5,2024-08-26 10:26:00,Alice,Low,0.3464,0.5076
858,Variant_B,Aluminum,Static,Mounting_Hole,189.854,0.6619,1.4221,270,2.49,1749.3,2024-07-04 10:32:00,Alice,High,0.7032,0.235
859,Variant_C,Aluminum,Static,Mounting_Hole,149.608,3.0609,1.8047,270,2.5,503.0,2024-05-12 22:28:00,Carlos,Medium,0.5541,0.3397
860,Variant_D,Steel,Dynamic,Bracket_Arm,168.655,5.847,1.4823,250,5.75,195.5,2024-11-12 04:46:00,Bob,High,0.6746,0.2545
861,Variant_B,Aluminum,Dynamic,Mounting_Hole,208.389,7.548,1.2957,270,1.56,979.6,2024-01-02 17:53:00,Carlos,High,0.7718,0.1887
862,Variant_D,Cast_Iron,Dynamic,Rib_Section,114.733,5.5099,1.7432,200,2.55,3496.6,2024-12-22 15:08:00,Carlos,Medium,0.5737,0.3255
863,Variant_A,Cast_Iron,Fatigue,Mounting_Hole,256.221,0.4464,0.7806,200,4.44,1783.0,2024-11-10 12:40:00,Bob,High,1.2811,0.0312
864,Variant_A,Aluminum,Static,Bracket_Arm,169.199,7.072,1.5958,270,3.51,3281.1,2024-09-20 16:58:00,Diana,Medium,0.6267,0.2878
865,Variant_A,Titanium,Dynamic,Base_Plate,43.916,1.5125,20.0,880,3.9,44.5,2024-12-22 02:36:00,Diana,Low,0.0499,0.9701
866,Variant_A,Steel,Fatigue,Weld_Joint,180.206,3.7273500000000004,1.3873,250,4.26,2130.7,2024-12-19 21:15:00,Carlos,High,0.7208,0.223
867,Variant_D,Aluminum,Dynamic,Base_Plate,126.768,3.6232,2.1299,270,5.0,539.7,2024-10-12 15:11:00,Carlos,Medium,0.4695,0.4035
868,Variant_C,Steel,Static,Weld_Joint,140.116,0.8505,1.7842,250,1.13,1182.5,2024-12-24 22:47:00,Carlos,Medium,0.5605,0.3351
869,Variant_D,Aluminum,Dynamic,Rib_Section,103.464,0.4507,2.6096,270,5.34,2959.7,2024-01-22 19:47:00,Diana,Low,0.3832,0.4745
870,Variant_C,Aluminum,Static,Mounting_Hole,208.119,5.3711,1.2973,270,1.46,2721.6,2024-07-03 13:40:00,Carlos,High,0.7708,0.1894
871,Variant_A,Steel,Dynamic,Rib_Section,86.919,6.2134,2.8762,250,3.23,2157.5,2024-02-26 03:50:00,Alice,Low,0.3477,0.5064
872,Variant_A,Titanium,Static,Base_Plate,57.661,0.0679,15.2616,880,2.19,3557.4,2024-08-23 10:19:00,Carlos,Low,0.0655,0.9607
873,Variant_D,Aluminum,Dynamic,Weld_Joint,239.095,5.7782,1.1293,270,5.79,2791.5,2024-02-23 01:31:00,Bob,High,0.8855,0.1139
874,Variant_C,Aluminum,Static,Mounting_Hole,214.129,6.7376,1.2609,270,2.69,2630.7,2024-05-28 10:07:00,Alice,High,0.7931,0.1746
875,Variant_D,Cast_Iron,Dynamic,Weld_Joint,222.769,4.4373,0.8978,200,2.87,653.0,2024-12-23 16:27:00,Bob,High,1.1138,0.0359
876,Variant_C,Titanium,Fatigue,Weld_Joint,237.642,5.7265,3.703,880,2.43,2907.2,2024-04-28 21:17:00,,Low,0.27,0.5861
877,Variant_D,Steel,Dynamic,Rib_Section,57.621,6.2484,4.3387,250,3.4,1328.7,2024-03-02 03:28:00,Bob,Low,0.2305,0.6352
878,Variant_A,Steel,Dynamic,Weld_Joint,234.724,4.2971,1.0651,250,3.98,2714.2,2024-01-07 05:41:00,Diana,High,0.9389,0.0793
879,Variant_B,Titanium,Fatigue,Base_Plate,84.328,7.7424,10.4354,880,3.08,392.4,2024-10-24 22:22:00,Bob,Low,0.0958,0.9425
880,Variant_B,Aluminum,Fatigue,Mounting_Hole,220.61,7.1676,1.2239,270,3.96,399.4,2024-01-03 10:29:00,Bob,High,0.8171,0.1587
881,Variant_C,Aluminum,Fatigue,Rib_Section,119.511,5.9179,2.2592,270,1.77,676.3,2024-12-20 21:42:00,Alice,Medium,0.4426,0.4248
882,Variant_D,Steel,Static,Base_Plate,49.442,7.3531,5.0564,250,5.4,3242.7,2024-08-08 06:39:00,Alice,Low,0.1978,0.6836
883,Variant_A,Aluminum,Fatigue,Weld_Joint,206.343,4.1244,1.3085,270,3.56,2935.9,2024-07-11 19:33:00,Carlos,High,0.7642,0.1938
884,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,132.694,5.1915,1.5072,200,4.63,130.9,2024-12-23 18:06:00,Diana,Medium,0.6635,0.2622
885,Variant_A,Steel,Dynamic,Rib_Section,129.086,5.2134,1.9367,250,3.71,410.5,2024-01-18 18:23:00,Bob,Medium,0.5163,0.3677
887,Variant_B,Steel,Dynamic,Rib_Section,132.592,2.907,1.8855,250,2.58,267.1,2024-06-14 00:00:00,Alice,Medium,0.5304,0.3572
888,Variant_B,Steel,Dynamic,Rib_Section,97.351,1.092,2.568,250,3.84,1069.9,2024-12-15 17:59:00,Bob,Low,0.3894,0.4691
889,Variant_A,Titanium,Fatigue,Bracket_Arm,94.989,7.822,9.2642,880,4.46,2852.4,2024-07-28 00:00:00,Carlos,Low,0.1079,0.9058
890,Variant_C,Steel,Dynamic,Mounting_Hole,341.933,7.5881,0.7311,250,1.54,2756.1,2024-04-03 15:13:00,Carlos,High,1.3677,0.0292
891,Variant_B,Steel,Fatigue,Bracket_Arm,60.908,6.8956,4.1046,250,2.86,652.2,2024-02-03 04:16:00,Bob,Low,0.2436,0.618
892,Variant_D,Cast_Iron,Static,Rib_Section,91.834,0.2961,2.1778,200,5.87,2998.3,2024-11-27 17:51:00,Alice,Medium,0.4592,0.4116
893,Variant_B,Titanium,Static,Mounting_Hole,163.723,2.0227,5.3749,880,1.99,1441.2,2024-10-28 18:22:00,Diana,Low,0.186,0.7034
894,Variant_B,Titanium,Fatigue,Bracket_Arm,204.402,4.7529,4.3052,880,2.61,616.1,2024-11-22 19:57:00,Bob,Low,0.2323,0.6328
895,Variant_D,Aluminum,Dynamic,Mounting_Hole,266.594,6.7042,1.0128,270,5.25,635.6,2024-02-26 22:45:00,Alice,High,0.9874,0.0481
896,Variant_C,Cast_Iron,Dynamic,Rib_Section,53.492,3.2883,3.7389,200,2.41,1710.4,2024-04-02 18:08:00,Bob,Low,0.2675,0.5891
897,Variant_D,Cast_Iron,Dynamic,Rib_Section,118.049,6.0139,1.6942,200,4.38,3390.6,2024-01-03 01:34:00,Bob,Medium,0.5902,0.3136
898,Variant_B,Titanium,Fatigue,Rib_Section,84.124,4.1176,10.4607,880,2.85,1131.2,2024-07-11 14:04:00,Alice,Low,0.0956,0.9426
899,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,224.095,1.3441,0.8925,200,3.04,2084.8,2024-12-07 03:37:00,Diana,High,1.1205,0.0357
900,Variant_A,Steel,Dynamic,Bracket_Arm,127.939,6.4259,1.9541,250,3.47,3169.2,2024-05-23 05:16:00,,Medium,0.5118,0.3711
901,Variant_A,Cast_Iron,Static,Mounting_Hole,192.776,4.5262,1.0375,200,2.98,51.2,2024-06-29 17:04:00,Alice,High,0.9639,0.0632
902,Variant_B,Titanium,Dynamic,Mounting_Hole,260.873,4.5771,3.3733,880,3.46,689.9,2024-07-20 22:53:00,,Low,0.2964,0.5571
903,Variant_A,Cast_Iron,Static,Mounting_Hole,177.175,3.3092,1.1288,200,3.73,1948.9,2024-08-19 09:13:00,Carlos,High,0.8859,0.1136
904,Variant_C,Cast_Iron,Static,Bracket_Arm,81.966,3.95355,2.44,200,2.54,1833.4,2024-10-28 09:36:00,Bob,Medium,0.4098,0.4517
905,Variant_D,Titanium,Fatigue,Weld_Joint,216.88,5.2634,4.0575,880,5.16,718.1,2024-05-20 02:59:00,Bob,Low,0.2465,0.6144
906,Variant_D,Aluminum,Dynamic,Bracket_Arm,84.004,2.1945,3.2141,270,3.03,231.3,2024-12-25 03:24:00,,Low,0.3111,0.5419
907,Variant_B,Aluminum,Dynamic,Bracket_Arm,102.855,2.2934,2.6251,270,3.86,755.5,2024-06-26 16:57:00,Carlos,Low,0.3809,0.4765
908,Variant_B,Cast_Iron,Static,Base_Plate,39.318,3.4047,5.0867,200,3.45,1061.3,2024-05-07 09:18:00,Diana,Low,0.1966,0.6855
909,Variant_A,Aluminum,Fatigue,Rib_Section,73.608,3.4451,3.6681,270,2.13,2432.5,2024-07-08 00:00:00,Alice,Low,0.2726,0.5832
910,Variant_D,Aluminum,Dynamic,Rib_Section,127.809,3.9099,2.1125,270,3.73,3340.9,2024-03-18 17:54:00,Diana,Medium,0.4734,0.4005
911,Variant_A,Aluminum,Static,Mounting_Hole,219.062,4.0261,1.2325,270,2.98,207.1,2024-08-14 10:17:00,,High,0.8113,0.1625
913,Variant_C,Steel,Dynamic,Weld_Joint,219.01,3.8542,1.1415,250,1.42,2983.0,2024-03-14 13:02:00,,High,0.876,0.1201
914,Variant_D,Titanium,Fatigue,Bracket_Arm,86.135,5.7298,10.2165,880,3.44,2929.2,2024-02-28 21:09:00,Diana,Low,0.0979,0.9413
915,Variant_B,Steel,Fatigue,Base_Plate,59.601,2.2543,4.1946,250,3.92,3279.5,2024-02-05 02:21:00,Carlos,Low,0.2384,0.6247
916,Variant_B,Titanium,Dynamic,Mounting_Hole,148.183,3.0315,5.9386,880,1.63,2470.9,2024-11-06 03:27:00,Bob,Low,0.1684,0.7365
917,Variant_B,Cast_Iron,Dynamic,Base_Plate,54.363,5.8375,3.679,200,1.82,3481.6,2024-06-16 02:25:00,Alice,Low,0.2718,0.5841
918,Variant_D,Cast_Iron,Fatigue,Mounting_Hole,178.542,2.1939,1.1202,200,4.59,2316.0,2024-01-28 14:17:00,Carlos,High,0.8927,0.1092
919,Variant_D,Titanium,Static,Base_Plate,55.011,1.2401,15.9968,880,3.94,2495.9,2024-12-17 11:16:00,Diana,Low,0.0625,0.9625
920,Variant_A,Steel,Fatigue,Weld_Joint,190.852,3.3873,1.3099,250,4.88,2593.5,2024-07-02 16:06:00,Carlos,High,0.7634,0.1944
921,Variant_D,Aluminum,Dynamic,Bracket_Arm,204.447,2.7879,1.3206,270,5.73,2753.4,2024-04-01 19:46:00,Diana,High,0.7572,0.1985
922,Variant_C,Steel,Fatigue,Bracket_Arm,106.979,6.3214,2.3369,250,1.36,170.4,2024-02-08 10:10:00,Carlos,Medium,0.4279,0.4367
923,Variant_A,Steel,Static,Bracket_Arm,79.334,3.95355,3.1512,250,4.95,2948.8,2024-04-28 03:42:00,Alice,Low,0.3173,0.5357
924,Variant_A,Aluminum,Static,Base_Plate,100.027,1.6534,2.6993,270,4.29,463.3,2024-01-26 21:05:00,Carlos,Low,0.3705,0.4857
925,Variant_B,Aluminum,Fatigue,Mounting_Hole,219.275,4.0261,1.2313,270,2.42,2089.5,2024-07-23 21:41:00,Carlos,High,0.8121,0.162
926,Variant_B,Titanium,Fatigue,Base_Plate,40.074,2.9407,20.0,880,2.62,385.2,2024-04-03 21:57:00,Carlos,Low,0.0455,0.9727
927,Variant_A,Titanium,Dynamic,Weld_Joint,303.623,1.1773,2.8983,880,4.74,2968.1,2024-07-16 08:34:00,Carlos,Low,0.345,0.5089
928,Variant_C,Steel,Dynamic,Mounting_Hole,144.456,3.9831,1.7306,250,1.55,245.6,2024-03-14 01:29:00,Diana,Medium,0.5778,0.3225
929,Variant_D,Titanium,Fatigue,Mounting_Hole,172.207,3.3068,5.1101,880,5.57,2513.4,2024-04-23 10:49:00,,Low,0.1957,0.687
930,Variant_A,Aluminum,Dynamic,Rib_Section,148.602,7.6169,1.8169,270,2.28,2850.7,2024-12-08 02:22:00,Diana,Medium,0.5504,0.3424
931,Variant_A,Cast_Iron,Dynamic,Base_Plate,95.543,6.2171,2.0933,200,4.71,2845.2,2024-09-05 14:31:00,Alice,Medium,0.4777,0.3971
932,Variant_A,Aluminum,Dynamic,Bracket_Arm,166.148,6.2612,1.6251,270,4.34,112.3,2024-08-27 08:02:00,Alice,Medium,0.6154,0.2958
933,Variant_B,Steel,Fatigue,Base_Plate,92.845,2.8747,2.6927,250,3.56,531.9,2024-06-17 04:38:00,Alice,Low,0.3714,0.4849
934,Variant_D,Aluminum,Dynamic,Bracket_Arm,120.191,5.4196,2.2464,270,4.4,2574.5,2024-09-22 18:25:00,Diana,Medium,0.4452,0.4227
935,Variant_D,Titanium,Static,Base_Plate,76.719,6.9884,11.4704,880,5.06,1440.1,2024-01-05 19:32:00,Diana,Low,0.0872,0.9477
936,Variant_C,Cast_Iron,Dynamic,Base_Plate,81.222,7.1154,2.4624,200,1.36,1207.5,2024-03-28 11:41:00,Bob,Medium,0.4061,0.4548
937,Variant_A,Cast_Iron,Fatigue,Weld_Joint,205.197,6.484,0.9747,200,4.96,1945.6,2024-02-04 12:42:00,Carlos,High,1.026,0.039
938,Variant_A,Cast_Iron,Static,Weld_Joint,189.791,4.0543,1.0538,200,4.76,1919.1,2024-07-31 21:08:00,Carlos,High,0.949,0.0728
939,Variant_A,Aluminum,Static,Bracket_Arm,121.751,3.8931,2.2176,270,4.17,2090.6,2024-11-26 11:23:00,,Medium,0.4509,0.4182
940,Variant_B,Aluminum,Dynamic,Weld_Joint,188.423,4.2169,1.4329,270,3.49,1955.8,2024-03-26 05:21:00,Diana,High,0.6979,0.2386
941,Variant_A,Cast_Iron,Static,Mounting_Hole,164.171,7.5659,1.2182,200,3.18,1489.9,2024-07-30 07:47:00,Bob,High,0.8209,0.1562
942,Variant_C,Aluminum,Fatigue,Weld_Joint,250.851,6.956,1.0763,270,2.24,878.6,2024-12-20 21:34:00,Carlos,High,0.9291,0.0856
943,Variant_B,Cast_Iron,Fatigue,Rib_Section,61.965,0.5952,3.2276,200,2.79,2930.0,2024-01-23 00:00:00,Carlos,Low,0.3098,0.5432
944,Variant_D,Titanium,Static,Weld_Joint,145.637,1.8013999999999,6.0424,880,2.61,2435.0,2024-04-10 14:23:00,Bob,Low,0.1655,0.7424
945,Variant_A,Steel,Fatigue,Mounting_Hole,166.443,4.0261,1.502,250,4.04,1201.3,2024-11-19 19:23:00,Carlos,Medium,0.6658,0.2606
946,Variant_A,Titanium,Fatigue,Bracket_Arm,109.416,6.6606,8.0427,880,2.81,2906.2,2024-01-27 12:40:00,Carlos,Low,0.1243,0.8471
947,Variant_A,Titanium,Fatigue,Base_Plate,55.9,1.5016,15.7424,880,3.09,1480.8,2024-11-29 09:29:00,Diana,Low,0.0635,0.9619
948,Variant_C,Aluminum,Static,Base_Plate,79.059,2.5924,3.4152,270,2.64,1882.1,2024-10-02 08:47:00,Diana,Low,0.2928,0.5609
949,Variant_D,Aluminum,Dynamic,Weld_Joint,157.968,1.3645,1.7092,270,4.73,2731.1,2024-02-23 02:23:00,Carlos,Medium,0.5851,0.3173
950,Variant_D,Titanium,Fatigue,Rib_Section,126.012,2.8851,6.9835,880,5.89,255.0,2024-08-31 17:00:00,Carlos,Low,0.1432,0.7934
951,Variant_C,Steel,Static,Rib_Section,130.222,2.767,1.9198,250,2.55,521.1,2024-02-18 13:46:00,Carlos,Medium,0.5209,0.3643
952,Variant_D,Cast_Iron,Fatigue,Weld_Joint,150.697,3.7273500000000004,1.3272,200,4.47,2301.6,2024-02-03 06:52:00,Bob,High,0.7535,0.201
953,Variant_A,Aluminum,Dynamic,Rib_Section,60.68,0.7575,4.4496,270,4.39,89.5,2024-07-17 14:40:00,Diana,Low,0.2247,0.6432
954,Variant_C,Steel,Fatigue,Rib_Section,76.996,3.6112,3.2469,250,2.71,3359.4,2024-09-14 11:49:00,Diana,Low,0.308,0.5451
955,Variant_D,Titanium,Dynamic,Bracket_Arm,239.295,5.6582,3.6775,880,5.89,173.3,2024-02-12 04:04:00,Carlos,Low,0.2719,0.584
956,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,82.66,2.5572,2.4195,200,1.53,213.0,2024-07-23 14:05:00,Carlos,Medium,0.4133,0.4488
957,Variant_B,Cast_Iron,Fatigue,Mounting_Hole,227.228,2.9991,0.8802,200,3.26,2391.0,2024-02-23 22:31:00,Diana,High,1.1361,0.0352
958,Variant_B,Titanium,Dynamic,Bracket_Arm,238.62,4.26,3.6879,880,2.32,357.9,2024-05-03 04:47:00,Carlos,Low,0.2712,0.5848
959,Variant_C,Titanium,Static,Base_Plate,72.225,5.8387,12.1841,880,2.92,2179.3,2024-05-16 05:18:00,,Low,0.0821,0.9507
960,Variant_C,Steel,Dynamic,Weld_Joint,256.477,2.8162,0.9747,250,1.53,364.8,2024-05-31 13:58:00,Alice,High,1.0259,0.039
961,Variant_D,Steel,Dynamic,Base_Plate,109.968,1.6935,2.2734,250,4.91,3448.1,2024-05-28 20:19:00,Diana,Medium,0.4399,0.427
962,Variant_D,Titanium,Static,Weld_Joint,195.832,7.1005,4.4936,880,2.54,3221.3,2024-01-07 21:05:00,Alice,Low,0.2225,0.6462
963,Variant_B,Steel,Fatigue,Weld_Joint,187.576,7.0109,1.3328,250,3.02,1681.1,2024-06-01 00:00:00,Carlos,High,0.7503,0.2031
964,Variant_C,Cast_Iron,Fatigue,Mounting_Hole,213.412,4.1262,0.9372,200,1.34,3565.3,2024-02-17 00:00:00,Carlos,High,1.0671,0.0375
965,Variant_A,Steel,Fatigue,Mounting_Hole,252.04,1.7775,0.9919,250,4.42,3556.0,2024-08-28 15:28:00,Carlos,High,1.0082,0.0397
966,Variant_A,Steel,Dynamic,Weld_Joint,197.377,3.7273500000000004,1.2666,250,2.1,2797.2,2024-07-02 11:38:00,Carlos,High,0.7895,0.177
967,Variant_D,Aluminum,Fatigue,Bracket_Arm,213.462,3.4638,1.2649,270,4.23,1503.6,2024-09-10 16:40:00,Alice,High,0.7906,0.1762
968,Variant_A,Steel,Static,Bracket_Arm,153.164,3.2213,1.6322,250,2.72,2338.4,2024-06-12 04:24:00,Diana,Medium,0.6127,0.2977
969,Variant_B,Aluminum,Static,Base_Plate,74.889,6.3147,3.6053,270,3.98,2614.7,2024-05-01 09:02:00,Bob,Low,0.2774,0.5778
970,Variant_C,Aluminum,Dynamic,Weld_Joint,268.187,2.3528,1.0068,270,1.78,1203.3,2024-05-05 11:18:00,Bob,High,0.9933,0.0443
971,Variant_C,Cast_Iron,Static,Weld_Joint,191.587,4.4044,1.0439,200,1.55,3132.3,2024-12-08 06:40:00,Carlos,High,0.9579,0.067
972,Variant_A,Steel,Fatigue,Weld_Joint,234.163,5.544,1.0676,250,3.17,2144.1,2024-08-17 09:36:00,Alice,High,0.9367,0.0807
973,Variant_B,Cast_Iron,Fatigue,Bracket_Arm,92.608,1.7457,2.1596,200,3.86,2740.0,2024-02-14 18:01:00,Alice,Medium,0.463,0.4086
974,Variant_A,Cast_Iron,Fatigue,Weld_Joint,202.094,6.8927,0.9896,200,4.05,520.2,2024-04-03 19:20:00,Bob,High,1.0105,0.0396
975,Variant_A,Aluminum,Dynamic,Mounting_Hole,292.915,3.6795,0.9218,270,4.46,1307.3,2024-01-14 13:03:00,Diana,High,1.0849,0.0369
976,Variant_C,Titanium,Static,Weld_Joint,148.087,0.3503,5.9425,880,1.73,3490.2,2024-02-18 17:10:00,Bob,Low,0.1683,0.7367
977,Variant_C,Aluminum,Dynamic,Mounting_Hole,169.529,1.2446,1.5926,270,2.92,1599.2,2024-05-15 14:03:00,Alice,Medium,0.6279,0.287
978,Variant_A,Steel,Dynamic,Base_Plate,90.923,7.7135,2.7496,250,4.31,1188.7,2024-03-21 00:09:00,Carlos,Low,0.3637,0.4918
979,Variant_C,Aluminum,Fatigue,Weld_Joint,287.15,0.6359,0.9403,270,2.61,289.1,2024-06-12 13:26:00,Carlos,High,1.0635,0.0376
980,Variant_A,Titanium,Static,Rib_Section,60.516,5.8277,14.5416,880,2.62,2172.9,2024-01-26 05:54:00,Bob,Low,0.0688,0.9587
981,Variant_A,Aluminum,Fatigue,Rib_Section,52.151,2.3893,5.1773,270,2.71,228.1,2024-02-16 22:21:00,Bob,Low,0.1932,0.6912
982,Variant_A,Cast_Iron,Fatigue,Weld_Joint,157.6,6.1114,1.269,200,4.97,2486.1,2024-06-29 12:52:00,Carlos,High,0.788,0.178
983,Variant_C,Titanium,Dynamic,Weld_Joint,227.825,5.6764,3.8626,880,2.81,745.2,2024-05-19 04:10:00,Carlos,Low,0.2589,0.5992
984,Variant_A,Aluminum,Fatigue,Bracket_Arm,70.127,3.95355,3.8502,270,2.27,459.7,2024-12-16 13:53:00,,Low,0.2597,0.5982
985,Variant_D,Titanium,Fatigue,Bracket_Arm,121.334,1.7451,7.2527,880,3.8,3543.8,2024-06-14 06:05:00,Alice,Low,0.1379,0.8074
986,Variant_D,Cast_Iron,Dynamic,Bracket_Arm,160.284,1.5902,1.2478,200,4.4,2955.1,2024-05-01 03:57:00,Bob,High,0.8014,0.1691
987,Variant_C,Titanium,Fatigue,Bracket_Arm,148.81,6.0745,5.9136,880,2.56,396.0,2024-02-01 21:07:00,Diana,Low,0.1691,0.7351
988,Variant_C,Cast_Iron,Static,Mounting_Hole,110.352,1.7472,1.8124,200,1.05,828.5,2024-12-01 16:59:00,Carlos,Medium,0.5518,0.3414
989,Variant_C,Steel,Dynamic,Base_Plate,77.28,3.9748,3.235,250,1.77,2493.2,2024-04-22 14:22:00,Alice,Low,0.3091,0.5439
990,Variant_A,Cast_Iron,Static,Rib_Section,102.682,6.1496,1.9478,200,2.82,2735.8,2024-03-29 12:57:00,Carlos,Medium,0.5134,0.3699
991,Variant_D,Cast_Iron,Static,Bracket_Arm,168.715,7.5933,1.1854,200,3.79,3563.3,2024-05-11 23:41:00,Alice,High,0.8436,0.1413
992,Variant_D,Aluminum,Dynamic,Weld_Joint,242.487,2.094,1.1135,270,2.56,2883.2,2024-01-24 00:36:00,Carlos,High,0.8981,0.1057
993,Variant_C,Titanium,Fatigue,Rib_Section,99.844,0.6745,8.8137,880,1.96,2327.8,2024-05-10 17:34:00,Bob,Low,0.1135,0.8844
994,Variant_D,Cast_Iron,Fatigue,Weld_Joint,234.22,0.158,0.8539,200,3.85,1592.9,2024-02-03 00:00:00,Diana,High,1.1711,0.0342
995,Variant_C,Titanium,Dynamic,Mounting_Hole,287.716,5.169,3.0586,880,1.31,2027.1,2024-08-28 09:39:00,Alice,Low,0.327,0.5261
996,Variant_A,Aluminum,Fatigue,Bracket_Arm,119.611,7.8853,2.2573,270,3.83,894.1,2024-12-14 13:38:00,Alice,Medium,0.443,0.4245
997,Variant_D,Titanium,Dynamic,Bracket_Arm,153.614,1.2078,5.7286,880,2.81,1949.2,2024-12-13 23:21:00,Diana,Low,0.1746,0.7244
998,Variant_D,Aluminum,Fatigue,Bracket_Arm,203.628,4.839,1.3259,270,5.67,738.8,2024-10-07 05:30:00,Diana,High,0.7542,0.2005
999,Variant_D,Steel,Dynamic,Bracket_Arm,156.184,7.1844,1.6007,250,3.41,3200.6,2024-10-15 07:36:00,Diana,Medium,0.6247,0.2892
1000,Variant_D,Aluminum,Static,Base_Plate,61.728,1.8199,4.374,270,4.49,2221.9,2024-01-16 07:18:00,Alice,Low,0.2286,0.6378
1001,Variant_B,Steel,Dynamic,Rib_Section,151.386,2.1199,1.6514,250,1.69,3382.5,2024-11-26 10:36:00,Alice,Medium,0.6055,0.3028
1002,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,210.609,0.65,0.9496,200,1.12,1607.3,2024-02-08 06:08:00,Alice,High,1.053,0.038
1003,Variant_C,Aluminum,Fatigue,Weld_Joint,137.29,1.3454,1.9666,270,1.47,1483.6,2024-03-15 10:29:00,Bob,Medium,0.5085,0.3736
1004,Variant_D,Cast_Iron,Dynamic,Mounting_Hole,251.632,6.7035,0.7948,200,3.65,575.3,2024-10-31 21:00:00,Carlos,High,1.2582,0.0318
1005,Variant_B,Cast_Iron,Dynamic,Rib_Section,139.761,6.0652,1.431,200,3.29,81.4,2024-04-19 12:57:00,Alice,High,0.6988,0.238
1006,Variant_C,Cast_Iron,Dynamic,Base_Plate,67.53,3.0919,2.9616,200,2.61,3255.7,2024-08-15 05:15:00,Bob,Low,0.3376,0.5159
1007,Variant_D,Aluminum,Static,Bracket_Arm,106.656,5.6631,2.5315,270,2.85,141.3,2024-11-11 08:58:00,Carlos,Low,0.395,0.4643
1008,Variant_B,Steel,Static,Base_Plate,93.208,3.7693,2.6822,250,3.41,1414.8,2024-11-27 19:40:00,Bob,Low,0.3728,0.4836
1009,Variant_B,Cast_Iron,Static,Rib_Section,76.424,2.6609,2.617,200,3.55,1674.8,2024-08-12 12:12:00,Bob,Low,0.3821,0.4754
1010,Variant_D,Titanium,Static,Rib_Section,112.373,3.7444,7.8311,880,5.32,1049.5,2024-05-29 19:14:00,Alice,Low,0.1277,0.8366
1011,Variant_B,Titanium,Fatigue,Rib_Section,58.146,0.6679,15.1343,880,2.6,3177.1,2024-09-20 09:41:00,Carlos,Low,0.0661,0.9603
1012,Variant_D,Cast_Iron,Dynamic,Base_Plate,95.14,6.0578,2.1022,200,3.83,2196.0,2024-12-22 18:06:00,Diana,Medium,0.4757,0.3987
1013,Variant_C,Titanium,Dynamic,Mounting_Hole,221.814,4.2775,3.9673,880,1.67,809.2,2024-03-24 03:29:00,Alice,Low,0.2521,0.6074
1014,Variant_C,Steel,Fatigue,Mounting_Hole,369.613,7.9756,0.6764,250,2.3,2601.0,2024-10-17 18:09:00,Bob,High,1.4785,0.0271
1015,Variant_A,Aluminum,Fatigue,Rib_Section,110.7,4.311299999999999,2.439,270,4.21,989.8,2024-10-11 15:03:00,Carlos,Medium,0.41,0.4516
1016,Variant_C,Titanium,Fatigue,Base_Plate,100.237,3.8936,8.7792,880,2.37,1150.2,2024-03-06 16:06:00,Diana,Low,0.1139,0.8828
1017,Variant_D,Titanium,Dynamic,Base_Plate,66.88,2.4737,13.1579,880,5.32,3134.3,2024-10-17 01:25:00,Alice,Low,0.076,0.9544
1018,Variant_A,Steel,Static,Weld_Joint,163.719,7.8802,1.527,250,2.39,373.6,2024-03-08 07:49:00,Alice,Medium,0.6549,0.2681
1019,Variant_B,Titanium,Dynamic,Base_Plate,104.668,0.5766,8.4075,880,2.5,706.0,2024-10-22 11:02:00,Alice,Low,0.1189,0.865
